,Catalyst,Nucleophile,Base,Product,Yield,Solvent,Ar_X,rxn_SMILES
11,CS(=O)(=O)O[Pd]1(<-P(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC2[Fe]C2C=CC=C2P(C2=CC=CC=C2)C2=CC=CC=C2)<-NC2=C(C=CC=C2)C2=CC=CC=C21,CC(N)CCc1ccccc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(CCc1ccccc1)Nc1cccnc1,0.0,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CC(N)CCc1ccccc1.CS(=O)(=O)O[Pd]1(<-P(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC2[Fe]C2C=CC=C2P(C2=CC=CC=C2)C2=CC=CC=C2)<-NC2=C(C=CC=C2)C2=CC=CC=C21.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
12,CC1(C)C2=CC=CC(P(C3=CC=CC=C3)(C3=CC=CC=C3)->[Pd]3(Cl)<-NC4=C(C=CC=C4)C4=CC=CC=C43)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1,CC(N)CCc1ccccc1,C1CCC2=NCCCN2CC1,CC(CCc1ccccc1)Nc1cccnc1,0.0,CS(=O)C,c1ccncc1Br,c1ccncc1Br.C1CCC2=NCCCN2CC1.CC(N)CCc1ccccc1.CC1(C)C2=CC=CC(P(C3=CC=CC=C3)(C3=CC=CC=C3)->[Pd]3(Cl)<-NC4=C(C=CC=C4)C4=CC=CC=C43)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
13,CC1(C)C2=CC=CC(P(C3=CC=CC=C3)(C3=CC=CC=C3)->[Pd]3(Cl)<-NC4=C(C=CC=C4)C4=CC=CC=C43)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1,CC(N)CCc1ccccc1,CN1CCCN2CCCN=C12,CC(CCc1ccccc1)Nc1cccnc1,0.0,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CN1CCCN2CCCN=C12.CC(N)CCc1ccccc1.CC1(C)C2=CC=CC(P(C3=CC=CC=C3)(C3=CC=CC=C3)->[Pd]3(Cl)<-NC4=C(C=CC=C4)C4=CC=CC=C43)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
14,CC1(C)C2=CC=CC(P(C3=CC=CC=C3)(C3=CC=CC=C3)->[Pd]3(Cl)<-NC4=C(C=CC=C4)C4=CC=CC=C43)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1,CC(N)CCc1ccccc1,CN(C)C(=NC(C)(C)C)N(C)C,CC(CCc1ccccc1)Nc1cccnc1,0.0,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CN(C)C(=NC(C)(C)C)N(C)C.CC(N)CCc1ccccc1.CC1(C)C2=CC=CC(P(C3=CC=CC=C3)(C3=CC=CC=C3)->[Pd]3(Cl)<-NC4=C(C=CC=C4)C4=CC=CC=C43)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
15,CC1(C)C2=CC=CC(P(C3=CC=CC=C3)(C3=CC=CC=C3)->[Pd]3(Cl)<-NC4=C(C=CC=C4)C4=CC=CC=C43)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1,CC(N)CCc1ccccc1,CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,CC(CCc1ccccc1)Nc1cccnc1,0.14681018888950348,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C.CC(N)CCc1ccccc1.CC1(C)C2=CC=CC(P(C3=CC=CC=C3)(C3=CC=CC=C3)->[Pd]3(Cl)<-NC4=C(C=CC=C4)C4=CC=CC=C43)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
16,CC1(C)C2=CC=CC(P(C3=CC=CC=C3)(C3=CC=CC=C3)->[Pd]3(Cl)<-NC4=C(C=CC=C4)C4=CC=CC=C43)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1,CC(N)CCc1ccccc1,CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,CC(CCc1ccccc1)Nc1cccnc1,0.0,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1.CC(N)CCc1ccccc1.CC1(C)C2=CC=CC(P(C3=CC=CC=C3)(C3=CC=CC=C3)->[Pd]3(Cl)<-NC4=C(C=CC=C4)C4=CC=CC=C43)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
17,CC1(C)C2=CC=CC(P(C3=CC=CC=C3)(C3=CC=CC=C3)->[Pd]3(Cl)<-NC4=C(C=CC=C4)C4=CC=CC=C43)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1,CC(N)CCc1ccccc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(CCc1ccccc1)Nc1cccnc1,0.0,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CC(N)CCc1ccccc1.CC1(C)C2=CC=CC(P(C3=CC=CC=C3)(C3=CC=CC=C3)->[Pd]3(Cl)<-NC4=C(C=CC=C4)C4=CC=CC=C43)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
18,CC(C)(C)P(C(C)(C)C)(C(C)(C)C)->[Pd]1(Cl)<-NC2=C(C=CC=C2)C2=CC=CC=C21,CC(N)CCc1ccccc1,C1CCC2=NCCCN2CC1,CC(CCc1ccccc1)Nc1cccnc1,0.0,CS(=O)C,c1ccncc1Br,c1ccncc1Br.C1CCC2=NCCCN2CC1.CC(N)CCc1ccccc1.CC(C)(C)P(C(C)(C)C)(C(C)(C)C)->[Pd]1(Cl)<-NC2=C(C=CC=C2)C2=CC=CC=C21.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
19,CC(C)(C)P(C(C)(C)C)(C(C)(C)C)->[Pd]1(Cl)<-NC2=C(C=CC=C2)C2=CC=CC=C21,CC(N)CCc1ccccc1,CN1CCCN2CCCN=C12,CC(CCc1ccccc1)Nc1cccnc1,0.0,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CN1CCCN2CCCN=C12.CC(N)CCc1ccccc1.CC(C)(C)P(C(C)(C)C)(C(C)(C)C)->[Pd]1(Cl)<-NC2=C(C=CC=C2)C2=CC=CC=C21.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
20,CC(C)(C)P(C(C)(C)C)(C(C)(C)C)->[Pd]1(Cl)<-NC2=C(C=CC=C2)C2=CC=CC=C21,CC(N)CCc1ccccc1,CN(C)C(=NC(C)(C)C)N(C)C,CC(CCc1ccccc1)Nc1cccnc1,0.0,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CN(C)C(=NC(C)(C)C)N(C)C.CC(N)CCc1ccccc1.CC(C)(C)P(C(C)(C)C)(C(C)(C)C)->[Pd]1(Cl)<-NC2=C(C=CC=C2)C2=CC=CC=C21.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
21,CC(C)(C)P(C(C)(C)C)(C(C)(C)C)->[Pd]1(Cl)<-NC2=C(C=CC=C2)C2=CC=CC=C21,CC(N)CCc1ccccc1,CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,CC(CCc1ccccc1)Nc1cccnc1,0.16450928151607513,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C.CC(N)CCc1ccccc1.CC(C)(C)P(C(C)(C)C)(C(C)(C)C)->[Pd]1(Cl)<-NC2=C(C=CC=C2)C2=CC=CC=C21.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
22,CC(C)(C)P(C(C)(C)C)(C(C)(C)C)->[Pd]1(Cl)<-NC2=C(C=CC=C2)C2=CC=CC=C21,CC(N)CCc1ccccc1,CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,CC(CCc1ccccc1)Nc1cccnc1,0.0,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1.CC(N)CCc1ccccc1.CC(C)(C)P(C(C)(C)C)(C(C)(C)C)->[Pd]1(Cl)<-NC2=C(C=CC=C2)C2=CC=CC=C21.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
23,CC(C)(C)P(C(C)(C)C)(C(C)(C)C)->[Pd]1(Cl)<-NC2=C(C=CC=C2)C2=CC=CC=C21,CC(N)CCc1ccccc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(CCc1ccccc1)Nc1cccnc1,0.0,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CC(N)CCc1ccccc1.CC(C)(C)P(C(C)(C)C)(C(C)(C)C)->[Pd]1(Cl)<-NC2=C(C=CC=C2)C2=CC=CC=C21.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
24,CC12CC3(C)OC(C)(CC(C)(O1)P3(C1=CC=CC=C1)->[Pd]1(OS(C)(=O)=O)<-NC3=C(C=CC=C3)C3=CC=CC=C31)O2,CC(N)CCc1ccccc1,C1CCC2=NCCCN2CC1,CC(CCc1ccccc1)Nc1cccnc1,0.0,CS(=O)C,c1ccncc1Br,c1ccncc1Br.C1CCC2=NCCCN2CC1.CC(N)CCc1ccccc1.CC12CC3(C)OC(C)(CC(C)(O1)P3(C1=CC=CC=C1)->[Pd]1(OS(C)(=O)=O)<-NC3=C(C=CC=C3)C3=CC=CC=C31)O2.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
25,CC12CC3(C)OC(C)(CC(C)(O1)P3(C1=CC=CC=C1)->[Pd]1(OS(C)(=O)=O)<-NC3=C(C=CC=C3)C3=CC=CC=C31)O2,CC(N)CCc1ccccc1,CN1CCCN2CCCN=C12,CC(CCc1ccccc1)Nc1cccnc1,0.0,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CN1CCCN2CCCN=C12.CC(N)CCc1ccccc1.CC12CC3(C)OC(C)(CC(C)(O1)P3(C1=CC=CC=C1)->[Pd]1(OS(C)(=O)=O)<-NC3=C(C=CC=C3)C3=CC=CC=C31)O2.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
26,CC12CC3(C)OC(C)(CC(C)(O1)P3(C1=CC=CC=C1)->[Pd]1(OS(C)(=O)=O)<-NC3=C(C=CC=C3)C3=CC=CC=C31)O2,CC(N)CCc1ccccc1,CN(C)C(=NC(C)(C)C)N(C)C,CC(CCc1ccccc1)Nc1cccnc1,0.0,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CN(C)C(=NC(C)(C)C)N(C)C.CC(N)CCc1ccccc1.CC12CC3(C)OC(C)(CC(C)(O1)P3(C1=CC=CC=C1)->[Pd]1(OS(C)(=O)=O)<-NC3=C(C=CC=C3)C3=CC=CC=C31)O2.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
27,CC12CC3(C)OC(C)(CC(C)(O1)P3(C1=CC=CC=C1)->[Pd]1(OS(C)(=O)=O)<-NC3=C(C=CC=C3)C3=CC=CC=C31)O2,CC(N)CCc1ccccc1,CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,CC(CCc1ccccc1)Nc1cccnc1,0.3834514617919922,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C.CC(N)CCc1ccccc1.CC12CC3(C)OC(C)(CC(C)(O1)P3(C1=CC=CC=C1)->[Pd]1(OS(C)(=O)=O)<-NC3=C(C=CC=C3)C3=CC=CC=C31)O2.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
28,CC12CC3(C)OC(C)(CC(C)(O1)P3(C1=CC=CC=C1)->[Pd]1(OS(C)(=O)=O)<-NC3=C(C=CC=C3)C3=CC=CC=C31)O2,CC(N)CCc1ccccc1,CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,CC(CCc1ccccc1)Nc1cccnc1,0.0,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1.CC(N)CCc1ccccc1.CC12CC3(C)OC(C)(CC(C)(O1)P3(C1=CC=CC=C1)->[Pd]1(OS(C)(=O)=O)<-NC3=C(C=CC=C3)C3=CC=CC=C31)O2.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
29,CC12CC3(C)OC(C)(CC(C)(O1)P3(C1=CC=CC=C1)->[Pd]1(OS(C)(=O)=O)<-NC3=C(C=CC=C3)C3=CC=CC=C31)O2,CC(N)CCc1ccccc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(CCc1ccccc1)Nc1cccnc1,0.0,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CC(N)CCc1ccccc1.CC12CC3(C)OC(C)(CC(C)(O1)P3(C1=CC=CC=C1)->[Pd]1(OS(C)(=O)=O)<-NC3=C(C=CC=C3)C3=CC=CC=C31)O2.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
30,CC(C)(C)P(C1=CC=C(N)C=C1)(C(C)(C)C)->[Pd]1(OS(C)(=O)=O)<-NC2=C(C=CC=C2)C2=CC=CC=C21,CC(N)CCc1ccccc1,C1CCC2=NCCCN2CC1,CC(CCc1ccccc1)Nc1cccnc1,0.22905130684375763,CS(=O)C,c1ccncc1Br,c1ccncc1Br.C1CCC2=NCCCN2CC1.CC(N)CCc1ccccc1.CC(C)(C)P(C1=CC=C(N)C=C1)(C(C)(C)C)->[Pd]1(OS(C)(=O)=O)<-NC2=C(C=CC=C2)C2=CC=CC=C21.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
31,CC(C)(C)P(C1=CC=C(N)C=C1)(C(C)(C)C)->[Pd]1(OS(C)(=O)=O)<-NC2=C(C=CC=C2)C2=CC=CC=C21,CC(N)CCc1ccccc1,CN1CCCN2CCCN=C12,CC(CCc1ccccc1)Nc1cccnc1,0.4204707145690918,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CN1CCCN2CCCN=C12.CC(N)CCc1ccccc1.CC(C)(C)P(C1=CC=C(N)C=C1)(C(C)(C)C)->[Pd]1(OS(C)(=O)=O)<-NC2=C(C=CC=C2)C2=CC=CC=C21.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
32,CC(C)(C)P(C1=CC=C(N)C=C1)(C(C)(C)C)->[Pd]1(OS(C)(=O)=O)<-NC2=C(C=CC=C2)C2=CC=CC=C21,CC(N)CCc1ccccc1,CN(C)C(=NC(C)(C)C)N(C)C,CC(CCc1ccccc1)Nc1cccnc1,0.40097376704216003,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CN(C)C(=NC(C)(C)C)N(C)C.CC(N)CCc1ccccc1.CC(C)(C)P(C1=CC=C(N)C=C1)(C(C)(C)C)->[Pd]1(OS(C)(=O)=O)<-NC2=C(C=CC=C2)C2=CC=CC=C21.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
33,CC(C)(C)P(C1=CC=C(N)C=C1)(C(C)(C)C)->[Pd]1(OS(C)(=O)=O)<-NC2=C(C=CC=C2)C2=CC=CC=C21,CC(N)CCc1ccccc1,CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,CC(CCc1ccccc1)Nc1cccnc1,0.35613423585891724,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C.CC(N)CCc1ccccc1.CC(C)(C)P(C1=CC=C(N)C=C1)(C(C)(C)C)->[Pd]1(OS(C)(=O)=O)<-NC2=C(C=CC=C2)C2=CC=CC=C21.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
34,CC(C)(C)P(C1=CC=C(N)C=C1)(C(C)(C)C)->[Pd]1(OS(C)(=O)=O)<-NC2=C(C=CC=C2)C2=CC=CC=C21,CC(N)CCc1ccccc1,CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,CC(CCc1ccccc1)Nc1cccnc1,0.236781045794487,CS(=O)C,c1ccncc1Br,c1ccncc1Br.CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1.CC(N)CCc1ccccc1.CC(C)(C)P(C1=CC=C(N)C=C1)(C(C)(C)C)->[Pd]1(OS(C)(=O)=O)<-NC2=C(C=CC=C2)C2=CC=CC=C21.CS(=O)C>>CC(CCc1ccccc1)Nc1cccnc1
