,Ligand,Ar_X,Base,Additive,Product,Yield,Amines,Solvent,rxn_SMILES
10,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,Brc1ccccn1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,,Cc1ccc(Nc2ccccn2)cc1,21.48833465576172,Nc1ccccc1,CS(=O)C,Brc1ccccn1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>Cc1ccc(Nc2ccccn2)cc1
11,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,Ic1ccccn1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,,Cc1ccc(Nc2ccccn2)cc1,21.3277645111084,Nc1ccccc1,CS(=O)C,Ic1ccccn1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>Cc1ccc(Nc2ccccn2)cc1
12,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,Clc1cccnc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,,Cc1ccc(Nc2cccnc2)cc1,49.05978775024414,Nc1ccccc1,CS(=O)C,Clc1cccnc1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>Cc1ccc(Nc2cccnc2)cc1
13,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,Brc1cccnc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,,Cc1ccc(Nc2cccnc2)cc1,13.607071876525879,Nc1ccccc1,CS(=O)C,Brc1cccnc1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>Cc1ccc(Nc2cccnc2)cc1
14,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,Ic1cccnc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,,Cc1ccc(Nc2cccnc2)cc1,75.73922729492188,Nc1ccccc1,CS(=O)C,Ic1cccnc1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>Cc1ccc(Nc2cccnc2)cc1
15,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,FC(F)(F)c1ccc(Cl)cc1,CN(C)C(=NC(C)(C)C)N(C)C,,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,20.671716690063477,Nc1ccccc1,CS(=O)C,FC(F)(F)c1ccc(Cl)cc1.CN(C)C(=NC(C)(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
16,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,FC(F)(F)c1ccc(Br)cc1,CN(C)C(=NC(C)(C)C)N(C)C,,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,37.06517791748047,Nc1ccccc1,CS(=O)C,FC(F)(F)c1ccc(Br)cc1.CN(C)C(=NC(C)(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
17,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,FC(F)(F)c1ccc(I)cc1,CN(C)C(=NC(C)(C)C)N(C)C,,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,40.108917236328125,Nc1ccccc1,CS(=O)C,FC(F)(F)c1ccc(I)cc1.CN(C)C(=NC(C)(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
18,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,COc1ccc(Cl)cc1,CN(C)C(=NC(C)(C)C)N(C)C,,COc1ccc(Nc2ccc(C)cc2)cc1,1.5718737840652466,Nc1ccccc1,CS(=O)C,COc1ccc(Cl)cc1.CN(C)C(=NC(C)(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>COc1ccc(Nc2ccc(C)cc2)cc1
19,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,COc1ccc(Br)cc1,CN(C)C(=NC(C)(C)C)N(C)C,,COc1ccc(Nc2ccc(C)cc2)cc1,13.579587936401367,Nc1ccccc1,CS(=O)C,COc1ccc(Br)cc1.CN(C)C(=NC(C)(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>COc1ccc(Nc2ccc(C)cc2)cc1
20,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,COc1ccc(I)cc1,CN(C)C(=NC(C)(C)C)N(C)C,,COc1ccc(Nc2ccc(C)cc2)cc1,19.584569931030273,Nc1ccccc1,CS(=O)C,COc1ccc(I)cc1.CN(C)C(=NC(C)(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>COc1ccc(Nc2ccc(C)cc2)cc1
21,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,CCc1ccc(Cl)cc1,CN(C)C(=NC(C)(C)C)N(C)C,,CCc1ccc(Nc2ccc(C)cc2)cc1,5.8311004638671875,Nc1ccccc1,CS(=O)C,CCc1ccc(Cl)cc1.CN(C)C(=NC(C)(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>CCc1ccc(Nc2ccc(C)cc2)cc1
22,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,CCc1ccc(Br)cc1,CN(C)C(=NC(C)(C)C)N(C)C,,CCc1ccc(Nc2ccc(C)cc2)cc1,34.70564651489258,Nc1ccccc1,CS(=O)C,CCc1ccc(Br)cc1.CN(C)C(=NC(C)(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>CCc1ccc(Nc2ccc(C)cc2)cc1
23,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,CCc1ccc(I)cc1,CN(C)C(=NC(C)(C)C)N(C)C,,CCc1ccc(Nc2ccc(C)cc2)cc1,33.314292907714844,Nc1ccccc1,CS(=O)C,CCc1ccc(I)cc1.CN(C)C(=NC(C)(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>CCc1ccc(Nc2ccc(C)cc2)cc1
24,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,Clc1ccccn1,CN(C)C(=NC(C)(C)C)N(C)C,,Cc1ccc(Nc2ccccn2)cc1,28.19737434387207,Nc1ccccc1,CS(=O)C,Clc1ccccn1.CN(C)C(=NC(C)(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>Cc1ccc(Nc2ccccn2)cc1
25,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,Brc1ccccn1,CN(C)C(=NC(C)(C)C)N(C)C,,Cc1ccc(Nc2ccccn2)cc1,51.621910095214844,Nc1ccccc1,CS(=O)C,Brc1ccccn1.CN(C)C(=NC(C)(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>Cc1ccc(Nc2ccccn2)cc1
26,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,Ic1ccccn1,CN(C)C(=NC(C)(C)C)N(C)C,,Cc1ccc(Nc2ccccn2)cc1,55.276371002197266,Nc1ccccc1,CS(=O)C,Ic1ccccn1.CN(C)C(=NC(C)(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>Cc1ccc(Nc2ccccn2)cc1
27,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,Clc1cccnc1,CN(C)C(=NC(C)(C)C)N(C)C,,Cc1ccc(Nc2cccnc2)cc1,14.11609172821045,Nc1ccccc1,CS(=O)C,Clc1cccnc1.CN(C)C(=NC(C)(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>Cc1ccc(Nc2cccnc2)cc1
28,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,Brc1cccnc1,CN(C)C(=NC(C)(C)C)N(C)C,,Cc1ccc(Nc2cccnc2)cc1,28.415224075317383,Nc1ccccc1,CS(=O)C,Brc1cccnc1.CN(C)C(=NC(C)(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>Cc1ccc(Nc2cccnc2)cc1
29,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,Ic1cccnc1,CN(C)C(=NC(C)(C)C)N(C)C,,Cc1ccc(Nc2cccnc2)cc1,41.52339553833008,Nc1ccccc1,CS(=O)C,Ic1cccnc1.CN(C)C(=NC(C)(C)C)N(C)C.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>Cc1ccc(Nc2cccnc2)cc1
30,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,FC(F)(F)c1ccc(Cl)cc1,CN1CCCN2CCCN=C12,,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,15.77189826965332,Nc1ccccc1,CS(=O)C,FC(F)(F)c1ccc(Cl)cc1.CN1CCCN2CCCN=C12.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
31,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,FC(F)(F)c1ccc(Br)cc1,CN1CCCN2CCCN=C12,,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,32.02769470214844,Nc1ccccc1,CS(=O)C,FC(F)(F)c1ccc(Br)cc1.CN1CCCN2CCCN=C12.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
32,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,FC(F)(F)c1ccc(I)cc1,CN1CCCN2CCCN=C12,,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,43.17090606689453,Nc1ccccc1,CS(=O)C,FC(F)(F)c1ccc(I)cc1.CN1CCCN2CCCN=C12.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
33,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1,COc1ccc(Cl)cc1,CN1CCCN2CCCN=C12,,COc1ccc(Nc2ccc(C)cc2)cc1,1.5349501371383667,Nc1ccccc1,CS(=O)C,COc1ccc(Cl)cc1.CN1CCCN2CCCN=C12.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1.[Pd]..CS(=O)C>>COc1ccc(Nc2ccc(C)cc2)cc1
